Order,Family,Genus,Species,Authority,CommonName,AdultBodyMass,DietBreadth,Diet: invertebrates,Diet: vertebrates,Diet: fruits,Diet: flower/nectar/pollen/gums,Diet: seeds,Diet: other plant materials,Diet: scavenge; garbage; carrion; offal; carcasses,TrophicLevel,ActivityCycle,ForagingStratum,MigratoryStatus,IncubationTime,ClutchSize,EggLength,EggWidth,EggMass,NestingHabit,MaxLongevity,Dry,Humid,Montane,Subarid,Subhumid,Alaotra.Mangoro,Amoron.i.Mania,Analamanga,Analanjirofo,Androy,Anosy,Atsimo.Andrefana,Atsimo.Atsinanana,Atsinanana,Betsiboka,Boeny,Bongolava,DIANA,Haute.Matsiatra,Ihorombe,Itasy,Melaky,Menabe,SAVA,Sofia,Vakinankaratra,Vatovavy.Fitovinany,Antananarivo,Antsiranana,Fianarantsoa,Mahajanga,Toamasina,Toliara,References
Charadriiformes,Scolopacidae,Arenaria,Arenaria interpres,"(Linnaeus, 1758)",Ruddy Turnstone ,136,3,yes,yes,no,no,no,yes,no,2,3,1,yes,23.25,3.5,39.7,28.9,17.9,terrestrial,267.6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,109; 254; 376; 358; 103; 168; 4; 219
Charadriiformes,Scolopacidae,Calidris,Calidris alba,"(Pallas, 1764)",Sanderling ,49.3,5,yes,yes,no,no,yes,yes,yes,2,3,1,yes,27.5,3,-999,-999,11.2,terrestrial,223.2,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,109; 104; 376; 354; 254; 116; 168; 4
Charadriiformes,Scolopacidae,Calidris,Calidris ferruginea,(Pontoppidan 1763),Curlew Sandpiper ,58.1,2,yes,no,no,no,yes,no,no,2,3,1,yes,19.5,3.8,-999,-999,12,terrestrial,236.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 362; 168; 219; 4
Charadriiformes,Scolopacidae,Calidris,Calidris minuta,"(Leisler, 1812)",Little Stint ,21.1,2,yes,no,no,no,no,yes,no,2,3,1,yes,20.5,4,-999,-999,6.3,terrestrial,176.4,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,109; 254; 376; 353; 116; 219; 4
Charadriiformes,Scolopacidae,Gallinago,Gallinago macrodactyla,"Bonaparte, 1839",Madagascar Snipe ,216,3,yes,no,no,no,yes,yes,no,2,3,1,no,-999,1.5,45.5,31.9,24.3,terrestrial,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 357; 168; 255
Charadriiformes,Scolopacidae,Numenius,Numenius arquata,"(Linnaeus, 1758)",Eurasian Curlew ,805.5,4,yes,yes,yes,no,yes,no,no,2,3,1,yes,28,3.5,67.6,47.9,76,terrestrial,381.6,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,109; 376; 363; 22; 168; 219; 254; 4
Charadriiformes,Scolopacidae,Tringa,Tringa glareola,"Linnaeus, 1758",Wood sandpiper,69.4,2,yes,yes,no,no,no,no,no,3,3,1,yes,22.5,4,38.3,26.4,13.5,terrestrial,139.2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,110; 254; 376; 361; 168; 219; 4
Charadriiformes,Scolopacidae,Tringa,Tringa nebularia,"(Gunnerus, 1767)",Common Greenshank ,162,2,yes,yes,no,no,no,no,no,3,3,1,yes,24,4,51.4,34.8,30.5,terrestrial,292.8,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,310; 376; 355; 168; 219; 4
Charadriiformes,Scolopacidae,Tringa,Tringa stagnatilis,"(Bechstein, 1803)",Marsh Sandpiper,72.1,3,yes,yes,no,no,no,yes,no,2,2,1,yes,-999,4,-999,-999,14,-999,85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110; 376; 22; 22; 255; 4
Charadriiformes,Scolopacidae,Xenus,Xenus cinereus,"(Güldenstädt, 1775)",Terek Sandpiper ,88,2,yes,no,no,no,yes,no,no,2,3,1,yes,23.5,4,38.6,26.6,13.5,terrestrial,192,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,359; 359; 376; 168; 255; 4
Charadriiformes,Scolopacidae ,Limosa,Limosa lapponica,"(Linnaeus, 1758)",Bar-tailed Godwit ,291,3,yes,no,yes,no,yes,no,no,2,3,1,yes,20.75,3.75,-999,-999,37,-999,408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 364; 168; 4; 219
Charadriiformes,Scolopacidae ,Numenius,Numenius phaeopus,"(Linnaeus, 1758)",Whimbrel ,379.5,5,yes,yes,yes,no,yes,yes,no,2,3,1,yes,23.5,4,60.3,42.05,55.5,terrestrial,290.4,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,109; 376; 22; 360; 168; 4; 254
Charadriiformes,Turnicidae,Turnix,Turnix nigricollis,"(Gmelin, 1789)",Madagascar Buttonquail ,61.3,2,yes,no,no,no,yes,no,no,2,3,1,no,14.5,4,25.25,19,-999,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,310; 168; 376; 254; 89
Ciconiiformes,Ciconiidae,Anastomus,Anastomus lamelligerus,"Temminck, 1823",African Openbill ,1081,2,yes,yes,no,no,no,no,no,3,3,1,yes,27.5,3.5,-999,-999,50,arboreal,-999,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,109; 254; 376; 113; 116; 255
Ciconiiformes,Ciconiidae,Mycteria,Mycteria ibis,"(Linnaeus, 1766)",Yellow-billed Stork ,2166.5,2,yes,yes,no,no,no,no,no,3,3,1,yes,30,2.5,-999,-999,77,arboreal,229.2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 115; 22; 255; 4
Columbiformes,Columbidae,Alectroenas,Alectroenas madagascariensis,"(Linnaeus, 1766)",Madagascar Blue-pigeon ,173,1,no,no,yes,no,no,no,no,1,3,3,no,-999,1,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 368; 14
Columbiformes,Columbidae,Nesoenas,Nesoenas picturatus,"Temminck, 1813",Madagascar Turtle-dove ,167,3,yes,no,yes,no,yes,no,no,2,3,1,no,-999,2,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15; 15; 376; 22
Columbiformes,Columbidae,Oena,Oena capensis,"(Linnaeus, 1766)",Namaqua Dove ,40.6,2,yes,no,no,no,yes,no,no,2,3,1,yes,14.5,2,-999,-999,2.7,arboreal,-999,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,109; 254; 376; 16; 22; 219
Columbiformes,Columbidae,Treron,Treron australis,"(Linnaeus, 1771)",Madagascar Green-pigeon ,235.5,1,no,no,yes,no,no,no,no,1,3,3,no,13.5,2,35,25.65,14.7,arboreal,-999,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,310; 168; 376; 254; 368; 17; 255
Coraciiformes,Alcedinidae,Corythornis,Corythornis madagascariensis,"(Linnaeus, 1766)",Madagascar Pygmy-kingfisher ,19.5,2,yes,yes,no,no,no,no,no,3,3,1,no,-999,4,-999,-999,-999,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,380; 254; 376; 380; 22
Coraciiformes,Alcedinidae,Corythornis,Corythornis vintsioides,"(Eydoux & Gervais, 1836)",Madagascar Kingfisher ,17.9,2,yes,yes,no,no,no,no,no,3,3,1,no,-999,4.5,-999,-999,2.45,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 378; 168; 255
Coraciiformes,Brachypteraciidae,Atelornis,Atelornis crossleyi,"Sharpe, 1875",Rufous-headed Ground-roller ,79,1,yes,no,no,no,no,no,no,3,3,1,no,-999,2,-999,-999,-999,terrestrial,-999,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 214
Coraciiformes,Brachypteraciidae,Atelornis,Atelornis pittoides,"(Lafresnaye, 1834)",Pitta-like Ground-roller ,91.5,2,yes,yes,no,no,no,no,no,3,3,1,no,-999,3,34.9,28.1,-999,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 168; 376; 22; 254; 213
Coraciiformes,Brachypteraciidae,Brachypteracias,Brachypteracias leptosomus,"(Lesson, 1833)",Short-legged Ground-roller ,185,2,yes,yes,no,no,no,no,no,3,3,1,no,24,1.5,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,109; 168; 376; 22; 254; 216
Coraciiformes,Brachypteraciidae,Geobiastes,Geobiastes squamiger,"(Lafresnaye, 1838)",Scaly Ground-roller ,155,2,yes,yes,no,no,no,no,no,3,3,3,no,18,1,55,30,-999,terrestrial,-999,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,109; 254; 376; 215; 22
Coraciiformes,Brachypteraciidae ,Uratelornis,Uratelornis chimaera,"Rothschild, 1895",Long-tailed Ground-roller ,226,1,yes,no,no,no,no,no,no,3,3,1,no,-999,3,28,25,-999,terrestrial,-999,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,376; 168; 376; 254; 212
Coraciiformes,Coraciidae,Eurystomus,Eurystomus glaucurus,"(Müller, 1776)",Broad-billed Roller/Cinnamon Roller,110,4,yes,yes,yes,no,yes,no,no,2,3,4,yes,-999,2.5,-999,-999,15,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 132; 368; 168; 219
Coraciiformes,Meropidae ,Merops,Merops superciliosus,"Linnaeus, 1766",Olive Bee-eater ,38.5,1,yes,no,no,no,no,no,no,3,3,4,yes,21,5,-999,-999,6.2,terrestrial,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 131; 116; 255; 219
Cuculiformes,Cuculidae,Centropus,Centropus toulou,"(Müller, 1776)",Madagascar Coucal ,170,2,yes,yes,no,no,no,no,no,3,3,1,no,15,2.5,33,26,10.2,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 286; 168; 255
Cuculiformes,Cuculidae,Coua,Coua caerulea,"(Linnaeus, 1766)",Blue Coua ,244,5,yes,yes,yes,yes,no,yes,no,2,3,3,no,13,1,37.1,28.5,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 279; 368
Cuculiformes,Cuculidae,Coua,Coua cristata,"(Linnaeus, 1766)",Crested Coua ,147,5,yes,yes,yes,yes,yes,no,no,2,3,3,no,14,2,34.25,27,11.35,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 168; 376; 280; 254; 351
Cuculiformes,Cuculidae,Coua,Coua cursor,"Grandidier, 1867",Running Coua ,110,1,yes,no,no,no,no,no,no,3,3,1,no,-999,2,34,23,-999,arboreal,-999,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,109; 168; 376; 254; 290
Cuculiformes,Cuculidae,Coua,Coua gigas,"(Boddaert, 1783)",Giant Coua ,424,2,yes,no,no,no,yes,no,no,2,3,1,no,-999,3,43.5,32,-999,arboreal,-999,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,109; 254; 377; 376; 168; 64; 285
Cuculiformes,Cuculidae,Coua,Coua olivaceiceps,"(Sharpe, 1873)",Olive-caped coua,182,2,yes,no,yes,no,no,no,no,2,-999,-999,no,-999,-999,-999,-999,-999,-999,-999,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,98; 98; 22
Cuculiformes,Cuculidae,Coua,Coua pyropyga,"Grandidier, 1867",Chestnut-vented Coua,149.5,1,yes,no,no,no,no,no,no,3,-999,-999,no,-999,-999,-999,-999,-999,-999,-999,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,94; 94; 22
Cuculiformes,Cuculidae,Coua,Coua reynaudii,"Pucheran, 1845",Red-fronted Coua ,153,4,yes,yes,yes,no,yes,no,no,2,3,1,no,-999,2,36,28,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 289
Cuculiformes,Cuculidae,Coua,Coua ruficeps,"G. R. Gray, 1846",Red-capped Coua ,180,3,yes,no,yes,yes,no,no,no,2,3,1,no,-999,2,29.4,27.5,-999,arboreal,-999,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,109; 254; 377; 376; 168; 351; 282
Cuculiformes,Cuculidae,Coua,Coua serriana,"Pucheran, 1845",Red-breasted Coua ,293,3,yes,no,yes,no,yes,no,no,2,3,1,no,-999,2,-999,-999,-999,arboreal,-999,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,109; 254; 168; 376; 288
Cuculiformes,Cuculidae,Coua,Coua verreauxi,"Grandidier, 1867",Verreaux's Coua ,99,3,yes,yes,yes,no,no,no,no,2,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,283; 254; 168; 283; 376
Cuculiformes,Cuculidae,Cuculus,Cuculus rochii,"Hartlaub, 1863",Madagascar Cuckoo ,62.7,1,yes,no,no,no,no,no,no,3,3,3,yes,-999,-999,18,13.5,2.43,parasitic,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 368; 281; 255
Cuculiformes,Cuculidae,Pachycoccyx,Pachycoccyx audeberti,"(Schlegel, 1879)",Thick-billed Cuckoo ,103.5,1,yes,no,no,no,no,no,no,3,3,1,no,13,1.1,24,17,2.2,parasitic,-999,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,109; 376; 291; 22; 219
Cuculiformes,Cuculidae ,Coua,Coua coquereli,"Grandidier, 1867",Coquerel's Coua ,160,2,yes,no,yes,no,no,no,no,2,3,1,no,-999,2,33.5,223,-999,arboreal,-999,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,109; 254; 168; 376; 284
Falconiformes,Falconidae,Falco,Falco concolor,"Temminck, 1825",Sooty Falcon ,250,2,yes,yes,no,no,no,no,no,3,2,4,yes,28,2.5,40.2,31.2,22,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 269; 168; 255
Falconiformes,Falconidae,Falco,Falco eleonorae,"Géné, 1839",Eleonora's Falcon ,390,2,yes,yes,no,no,no,no,no,3,2,4,yes,30.5,2.5,42.2,33.1,26,terrestrial,134.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 271; 368; 168; 219; 4
Falconiformes,Falconidae,Falco,Falco newtoni,"(Gurney, 1863)",Madagascar Kestrel ,125,2,yes,yes,no,no,no,no,no,3,2,1,no,28,4.5,36.2,28.95,14.3,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 197; 168
Falconiformes,Falconidae,Falco,Falco peregrinus,"Tunstall, 1771",Peregrine Falcon ,697.5,2,yes,yes,no,no,no,no,no,3,2,1,yes,30.25,3.06,-999,-999,48,none,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 369; 116; 22; 4; 219
Falconiformes,Falconidae,Falco,Falco zoniventris,"Peters, 1854",Banded Kestrel ,174,2,yes,yes,no,no,no,no,no,3,3,4,no,29,2,40.55,32.4,25.25,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 168; 254; 376; 194
Galliformes,Phasianidae,Coturnix,Coturnix coturnix,"(Linnaeus, 1758)",Common Quail ,96.5,3,yes,no,no,yes,yes,no,no,2,3,1,yes,18.5,10.5,30.4,23,8.2,terrestrial,175.2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,109; 254; 376; 247; 116; 219; 4
Galliformes,Phasianidae,Coturnix,Coturnix delegorguei,"Delegorgue, 1847",Harlequin Quail ,76,3,yes,no,no,no,yes,yes,no,2,3,1,yes,16,6,29.15,22.6,7.5,terrestrial,-999,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,109; 254; 376; 245; 276; 219
Galliformes,Phasianidae,Margaroperdix,Margaroperdix madagarensis,"(Scopoli, 1786)",Madagascar Partridge ,245,4,yes,no,yes,no,yes,yes,no,2,3,1,no,18.5,17.5,38.5,28.9,-999,terrestrial,-999,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,109; 254; 376; 246; 368; 168
Gruiformes,Rallidae,Fulica,Fulica cristata,"Gmelin, 1789",Red-knobbed Coot ,826,6,yes,no,yes,yes,yes,yes,yes,2,3,1,no,21.5,7,-999,-999,41,aquatic,68,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,109; 254; 376; 343; 168; 219; 255
Gruiformes,Rallidae,Gallinula,Gallinula chloropus,"(Linnaeus, 1758)",Common Moorhen ,305,6,yes,yes,yes,no,yes,yes,yes,2,3,1,yes,19.25,9.25,-999,-999,22.3,aquatic,223.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 345; 22; 4; 219
Gruiformes,Rallidae,Mentocrex,Mentocrex beankaensis,"(Goodman, 2011)",Tsingy Wood-rail,180,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,no,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,110; 22
Gruiformes,Rallidae,Mentocrex,Mentocrex kioloides,"(Pucheran, 1845)",Madagascar Wood Rail ,246,3,yes,yes,no,no,yes,no,no,2,3,1,no,-999,2,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 368; 341
Gruiformes,Rallidae,Porphyrio,Porphyrio porphyrio,"(Linnaeus, 1758)",Purple Swamphen ,796.5,5,yes,yes,no,yes,yes,yes,no,2,2,1,no,25,4,52.2,40.7,41.5,aquatic,264,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 342; 168; 219; 255
Gruiformes,Rallidae,Rallus,Rallus madagascariensis,"Verreaux, 1833",Madagascar Rail ,114,1,yes,no,no,no,no,no,no,3,3,1,no,-999,-999,-999,-999,-999,terrestrial,-999,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,109; 254; 376; 335; 168
Gruiformes,Rallidae,Sarothrura,Sarothrura insularis,"(Sharpe, 1870)",Madagascar Flufftail ,26.8,2,yes,no,no,no,yes,no,no,2,3,1,no,-999,3.5,27.1,21,-999,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 368; 338
Gruiformes,Rallidae,Sarothrura,Sarothrura watersi,"(Bartlett, 1879)",Slender-billed Flufftail ,26.5,3,yes,no,no,no,yes,yes,no,2,-999,1,no,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,109; 376; 116; 168; 339
Gruiformes,Rallidae,Zapornia,Zapornia olivieri,"(Grandidier & Berlioz, 1929)",Sakalava Rail ,157.35,4,yes,yes,no,no,yes,yes,no,2,3,1,no,-999,2.5,34.3,27.9,-999,terrestrial,-999,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,376; 376; 336; 254; 168
Gruiformes,Rallidae,Zapornia,Zapornia pusilla,"(Pallas, 1776)",Baillon's Crake ,35.4,4,yes,yes,no,no,yes,yes,no,2,2,1,yes,18,7.4,-999,-999,6.3,terrestrial,-999,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,109; 254; 376; 346; 22; 219
Gruiformes,Rallidae ,Dryolimnas,Dryolimnas cuvieri,"(Pucheran, 1845)",White-throated Rail ,182.5,2,yes,yes,no,no,no,no,no,3,3,1,no,-999,4.5,-999,-999,21.5,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 344; 368; 168; 255
