Order,Family,Genus,Species,Authority,CommonName,AdultBodyMass,DietBreadth,Diet: invertebrates,Diet: vertebrates,Diet: fruits,Diet: flower/nectar/pollen/gums,Diet: seeds,Diet: other plant materials,Diet: scavenge; garbage; carrion; offal; carcasses,TrophicLevel,ActivityCycle,ForagingStratum,MigratoryStatus,IncubationTime,ClutchSize,EggLength,EggWidth,EggMass,NestingHabit,MaxLongevity,Dry,Humid,Montane,Subarid,Subhumid,Alaotra.Mangoro,Amoron.i.Mania,Analamanga,Analanjirofo,Androy,Anosy,Atsimo.Andrefana,Atsimo.Atsinanana,Atsinanana,Betsiboka,Boeny,Bongolava,DIANA,Haute.Matsiatra,Ihorombe,Itasy,Melaky,Menabe,SAVA,Sofia,Vakinankaratra,Vatovavy.Fitovinany,Antananarivo,Antsiranana,Fianarantsoa,Mahajanga,Toamasina,Toliara,References
Passeriformes,Vangidae,Hypositta,Hypositta corallirostris,"(Newton, 1863)",Nuthatch Vanga ,14.1,2,yes,yes,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,109; 168; 395; 376; 254
Passeriformes,Vangidae,Mystacornis,Mystacornis crossleyi,"(Grandidier, 1870)",Crossley's Babbler ,24.5,1,yes,no,no,no,no,no,no,3,3,1,no,-999,2.5,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,109; 254; 168; 376; 71
Passeriformes,Vangidae,Newtonia,Newtonia amphichroa,"Reichenow, 1891",Dark Newtonia ,12.3,1,yes,no,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376
Passeriformes,Vangidae,Newtonia,Newtonia archboldi,"Delacour & Berlioz, 1931",Archbold's Newtonia ,7.8,1,yes,no,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 368
Passeriformes,Vangidae,Newtonia,Newtonia brunneicauda,"(Newton, 1863)",Common Newtonia ,10.1,1,yes,no,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,109; 254; 168; 376; 368
Passeriformes,Vangidae,Newtonia,Newtonia fanovanae,"Gyldenstolpe, 1933",Red-tailed Newtonia ,12.7,1,yes,no,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376
Passeriformes,Vangidae,Oriolia,Oriolia bernieri,"Geoffroy Saint-Hilaire, 1838",Bernier's Vanga ,52,2,yes,yes,no,no,no,no,no,3,3,3,no,17,3,-999,-999,-999,arboreal,-999,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,109; 168; 376; 22; 254; 383
Passeriformes,Vangidae,Pseudobias,Pseudobias wardi,"Sharpe, 1870",Ward's Flycatcher ,12.7,1,yes,no,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376
Passeriformes,Vangidae,Schetba,Schetba rufa,"(Linnaeus, 1766)",Rufous Vanga ,70.4,2,yes,yes,no,no,no,no,no,3,3,3,no,16.5,4,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 368; 390
Passeriformes,Vangidae,Tylas,Tylas eduardi,"Hartlaub, 1862",Tylas Vanga ,46.8,1,yes,no,no,no,no,no,no,3,3,3,no,16,2,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,310; 254; 168; 376; 368; 392
Passeriformes,Vangidae,Vanga,Vanga curvirostris,"(Linnaeus, 1766)",Hook-billed Vanga ,66.7,2,yes,yes,no,no,no,no,no,3,3,3,no,23,3,-999,-999,-999,arboreal,-999,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,310; 254; 168; 376; 368; 386
Passeriformes,Vangidae,Xenopirostris,Xenopirostris damii,"Schlegel, 1866",Van Dam's Vanga ,65,2,yes,yes,no,no,no,no,no,3,3,3,no,-999,3.5,-999,-999,-999,arboreal,-999,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,376; 168; 376; 393; 254
Passeriformes,Vangidae,Xenopirostris,Xenopirostris polleni,"(Schlegel, 1868)",Pollen's Vanga ,64.5,2,yes,yes,no,no,no,no,no,3,3,3,no,-999,2,-999,-999,-999,arboreal,-999,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,310; 168; 388; 376; 254
Passeriformes,Vangidae,Xenopirostris,Xenopirostris xenopirostris,"(Lafresnaye, 1850)",Lafresnaye's Vanga ,59.5,2,yes,yes,no,no,no,no,no,3,3,3,no,-999,2,-999,-999,-999,arboreal,-999,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,310; 168; 376; 254; 387
Passeriformes,Vangidae ,Cyanolanius,Cyanolanius madagascarinus,"(Linnaeus, 1766)",Blue Vanga ,22.3,2,yes,no,yes,no,no,no,no,2,3,3,no,16,2,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 396; 168; 376; 254
Passeriformes,Vangidae ,Leptopterus,Leptopterus chabert,"(Müller, 1776)",Chabert's Vanga ,19.6,3,yes,yes,yes,no,no,no,no,2,3,3,no,-999,3.5,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 384; 376; 368
Passeriformes,Zosteropidae,Zosterops,Zosterops maderaspatanus,"(Linnaeus, 1766)",Madagascar White-eye ,11.2,5,yes,no,yes,yes,yes,yes,no,2,3,1,no,-999,2,15.85,12.35,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,310; 254; 376; 352; 368; 168
Pelecaniformes,Ardeidae,Ardea,Ardea alba,"Linnaeus, 1758",Great Egret ,1200,2,yes,yes,no,no,no,no,no,3,3,1,yes,24.25,3.5,56,40,61,arboreal,273.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,235; 235; 376; 22; 4; 219
Pelecaniformes,Ardeidae,Ardea,Ardea cinerea,"Linnaeus, 1758",Grey Heron ,1443,2,yes,yes,no,no,no,no,no,3,3,1,yes,25.5,4.11,61,44,61,arboreal,450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 236; 116; 25; 219; 4
Pelecaniformes,Ardeidae,Ardea,Ardea humbloti,"Milne-Edwards & Grandidier, 1885",Madagascar Heron ,1649.86,2,yes,yes,no,no,no,no,no,3,3,1,no,-999,3,-999,-999,-999,arboreal,-999,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,376; 254; 376; 237; 168
Pelecaniformes,Ardeidae,Ardea,Ardea purpurea,"Linnaeus, 1766",Purple Heron ,1065.5,2,yes,yes,no,no,no,no,no,3,2,1,yes,27.5,5,52.65,39.5,51,terrestrial,304.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 239; 116; 219; 4
Pelecaniformes,Ardeidae,Ardeola,Ardeola idae,"(Hartlaub, 1860)",Madagascar Pond-heron ,266,2,yes,yes,no,no,no,no,no,3,3,1,yes,20,3,41,32.5,21.5,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,376; 254; 376; 238; 22; 255
Pelecaniformes,Ardeidae,Ardeola,Ardeola ralloides,"(Scopoli, 1769)",Squacco Heron ,287,2,yes,yes,no,no,no,no,no,3,2,1,yes,16.5,3,37.3,27.5,15.6,arboreal,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 240; 116; 255
Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,"(Linnaeus, 1758)",Cattle Egret ,366,3,yes,yes,no,no,no,no,yes,2,3,1,yes,22.75,3.75,46.25,33.15,34.8,arboreal,276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 233; 187; 4; 219
Pelecaniformes,Ardeidae,Butorides,Butorides striata,"(Linnaeus, 1758)",Green-backed Heron,226,2,yes,yes,no,no,no,no,no,3,2,1,yes,24,3,37.7,29,15.5,arboreal,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 241; 22; 255
Pelecaniformes,Ardeidae,Egretta,Egretta ardesiaca,"(Wagler, 1827)",Black Heron ,324,2,yes,yes,no,no,no,no,no,3,3,1,no,-999,3,46.9,32.2,28,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 231; 168; 219
Pelecaniformes,Ardeidae,Egretta,Egretta gularis,"(Bosc, 1792)",Little Egret,346,2,yes,yes,no,no,no,no,no,3,3,1,yes,27,2.5,45.35,32.85,29.13,terrestrial,268.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,110; 376; 99; 254; 22; 255
Pelecaniformes,Ardeidae,Ixobrychus,Ixobrychus minutus,"(Linnaeus, 1766)",Little Bittern ,118,2,yes,yes,no,no,no,no,no,3,2,1,yes,18.5,5.5,34,25.5,11.5,terrestrial,82.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 234; 22; 4
Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax,"(Linnaeus, 1758)",Black-crowned Night-heron ,810,2,yes,yes,no,no,no,no,no,3,2,1,yes,23.75,4.25,50.9,35.8,34,arboreal,253.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 376; 22; 232; 22; 4; 219
Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus rufescens,"Gmelin, 1789",Pink-backed Pelican ,5445,1,no,yes,no,no,no,no,no,3,3,1,no,30,2,82.1,54.6,116,arboreal,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109; 376; 22; 112; 22; 219; 255
Pelecaniformes,Scopidae,Scopus,Scopus umbretta,"Gmelin, 1789",Hamerkop ,535,2,yes,yes,no,no,no,no,no,3,3,1,no,30,4.5,-999,-999,28.5,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,110; 254; 376; 114; 168; 219
Pelecaniformes,Threskiornithidae,Platalea,Platalea alba,"Scopoli, 1786",African Spoonbill ,1521,2,yes,yes,no,no,no,no,no,3,3,1,no,27,3,-999,-999,69,terrestrial,214.8,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,109; 254; 376; 242; 168; 255; 4
Pelecaniformes,Threskiornithidae,Plegadis,Plegadis falcinellus,"(Linnaeus, 1766)",Glossy Ibis ,595,2,yes,yes,no,no,no,no,no,3,3,1,yes,21.25,3.5,-999,-999,38,arboreal,321.6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,244; 254; 376; 244; 22; 4; 219
Pelecaniformes,Threskiornithidae,Threskiornis,Threskiornis bernieri,"(Bonaparte, 1855)",Madagascar Sacred Ibis,1493.18,2,yes,yes,no,no,no,no,no,3,3,1,no,28.5,2,-999,-999,62,arboreal,444,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,376; 254; 376; 93; 168; 255
Pelecaniformes,Threskiornithidae ,Lophotibis,Lophotibis cristata,"(Boddaert, 1783)",Madagascar Crested Ibis ,583,2,yes,yes,no,no,no,no,no,3,3,1,no,-999,2.5,62,42,-999,arboreal,-999,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,376; 254; 376; 168; 368; 243
Phaethontiformes,Phaethontidae,Phaethon,Phaethon lepturus,"Daudin, 1802",White-tailed Tropicbird ,335,2,yes,yes,no,no,no,no,no,3,3,1,yes,41,1,-999,-999,45,terrestrial,-999,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,109; 376; 22; 265; 22; 219
Phaethontiformes,Phaethontidae ,Phaethon,Phaethon rubricauda,"Boddaert, 1783",Red-tailed Tropicbird ,659,2,yes,yes,no,no,no,no,no,3,3,1,yes,44.5,1,67.3,48.1,87,terrestrial,392.4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,109; 376; 22; 266; 22; 4; 219; 255
Podicipediformes,Podicipedidae,Tachybaptus,Tachybaptus pelzelnii,"(Hartlaub, 1861)",Madagascar Grebe ,197,2,yes,yes,no,no,no,no,no,3,3,1,no,-999,3.5,-999,-999,-999,aquatic,-999,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,310; 376; 221; 168
Podicipediformes,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,"(Pallas, 1764)",Little Grebe ,183,2,yes,yes,no,no,no,no,no,3,3,1,no,46,6,-999,-999,13.7,aquatic,210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,220; 220; 376; 168; 219; 4
Procellariiformes,Diomedeidae,Diomedea,Diomedea exulans,"Linnaeus, 1758",Wandering Albatross,8130,2,yes,yes,no,no,no,no,no,3,-999,1,yes,78.5,1,130.8,81,463.85,-999,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4; 376; 22; 255; 4
Procellariiformes,Diomedeidae,Thalassarche,Thalassarche carteri,"(Rothschild, 1903)",Indian Yellow-nosed Albatross,2550,2,yes,yes,no,no,no,no,no,3,3,1,yes,71,1,96.4,60.4,199.8,terrestrial,444,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,110; 376; 22; 95; 22; 255
Procellariiformes,Oceanitidae,Fregetta,Fregetta tropica,"(Gould, 1844)",Black-bellied Storm-petrel ,52,2,yes,yes,no,no,no,no,no,3,3,4,yes,39.5,1,36.5,27.25,14.75,-999,-999,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,109; 116; 376; 47; 168; 255; 254
Procellariiformes,Oceanitidae,Oceanites,Oceanites oceanicus,"(Kuhl, 1820)",Wilson's Storm-petrel ,30.45,3,yes,yes,no,no,no,no,yes,2,3,1,yes,43,1,33.3,23.4,9.9,terrestrial,-999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 376; 22; 50; 168
Procellariiformes,Procellariidae,Ardenna,Ardenna pacifica,"(Gmelin, 1789)",Wedge-tailed Shearwater ,388,2,yes,yes,no,no,no,no,no,3,3,1,yes,55.5,1,61.4,41.1,60,terrestrial,-999,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,109; 376; 22; 49; 168
Procellariiformes,Procellariidae,Calonectris,Calonectris borealis,"(Cory, 1881)",Cory's Shearwater ,535,3,yes,yes,no,no,no,no,yes,2,2,1,yes,54,1,71.6,52.3,74,terrestrial,298,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,109; 376; 101; 168; 219; 255
Procellariiformes,Procellariidae,Macronectes,Macronectes giganteus,"(Gmelin, 1789)",Southern Giant-Petrel,4400,2,yes,yes,no,no,no,no,no,3,-999,1,yes,59,1,105.9,65.7,241.5,-999,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48; 376; 22; 255; 4
Procellariiformes,Procellariidae,Procellaria,Procellaria aequinoctialis,"Linnaeus, 1758",White-chinned Petrel,1286,2,yes,yes,no,no,no,no,no,3,-999,1,yes,60,1,82.9,53.7,124,-999,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51; 376; 22; 255
Psittaciformes,Psittacidae,Agapornis,Agapornis canus,"(Gmelin, 1788)",Grey-headed Lovebird ,30,2,no,no,yes,no,yes,no,no,1,3,1,no,21.5,4,18.2,15.1,2.65,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 70; 255
Psittaciformes,Psittacidae,Coracopsis,Coracopsis vasa,"(Shaw, 1812)",Greater Vasa Parrot ,525,2,no,no,yes,no,yes,no,no,1,3,3,no,47,3,-999,-999,-999,arboreal,646.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 67; 4
Psittaciformes,Psittacidae ,Coracopsis,Coracopsis nigra,"(Linnaeus, 1758)",Black Parrot ,246,4,no,no,yes,yes,yes,yes,no,1,3,3,no,18,3.5,38.6,30.5,-999,arboreal,409.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 69; 368; 4
Pteroclidiformes,Pteroclididae,Pterocles,Pterocles personatus,"Gould, 1843",Madagascar Sandgrouse ,244,2,yes,no,no,no,yes,no,no,2,3,1,no,-999,3,45.05,32.6,14,terrestrial,-999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,376; 254; 168; 376; 88; 219
Strigiformes,Strigidae,Asio,Asio capensis,"(Smith, 1834)",Marsh Owl ,334,2,yes,yes,no,no,no,no,no,3,1,1,no,28,2.5,-999,-999,26.2,terrestrial,-999,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,109; 254; 376; 263; 116; 168; 219
Strigiformes,Strigidae,Asio,Asio madagascariensis,"(Smith, 1834)",Madagascar Owl ,407,2,yes,yes,no,no,no,no,no,3,1,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,376; 254; 168; 376; 368
Strigiformes,Strigidae,Athene,Athene superciliaris,"(Vieillot, 1817)",White-browed Hawk-owl ,231,2,yes,yes,no,no,no,no,no,3,1,3,no,-999,4,36,29.05,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 182
Strigiformes,Strigidae,Otus,Otus rutilus,"(Pucheran, 1849)",Malagasy Scops-owl ,101,2,yes,yes,no,no,no,no,no,3,1,3,no,-999,3.5,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,109; 254; 168; 376; 181
Strigiformes,Tytonidae,Tyto,Tyto alba,"(Scopoli, 1769)",Barn Owl ,424.65,2,yes,yes,no,no,no,no,no,3,1,3,no,32.25,7.5,39.7,31.6,20.7,arboreal,408,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,31; 31; 376; 31; 168; 4; 219
Strigiformes,Tytonidae,Tyto,Tyto soumagnei,"(Milne Edwards, 1878)",Madagascar Red Owl ,284,2,yes,yes,no,no,no,no,no,3,1,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,310; 168; 376; 254
Suliformes,Anhingidae,Anhinga,Anhinga rufa,"(Daudin, 1802)",African Darter ,1396.5,2,yes,yes,no,no,no,no,no,3,3,1,no,28,4,-999,-999,36,arboreal,192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 91; 22; 255
Suliformes,Fregatidae,Fregata,Fregata ariel,"(Gray, 1845)",Lesser Frigatebird ,806,3,yes,yes,no,no,no,no,yes,2,3,1,no,45,1,64,44,66,arboreal,331.2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,109; 254; 376; 268; 168; 219; 255; 4
Suliformes,Fregatidae,Fregata,Fregata minor,"(Gmelin, 1789)",Greater Frigatebird ,1362,3,yes,yes,no,no,no,no,yes,2,3,1,no,55.5,1,70,48.25,74,arboreal,516,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,109; 254; 376; 270; 168; 4; 219
Suliformes,Phalacrocoracidae,Microcarbo,Microcarbo africanus,"(Gmelin, 1789)",Long tailed Cormorant ,545,2,yes,yes,no,no,no,no,no,3,3,1,no,24,4,-999,-999,23,arboreal,-999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,109; 254; 376; 267; 168; 219
Suliformes,Sulidae,Sula,Sula leucogaster,"(Boddaert, 1783)",Brown booby,1219,2,yes,yes,no,no,no,no,no,3,-999,1,yes,42,2,61,40,53,terrestrial,326.4,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,109; 254; 376; 45; 168; 4; 219
Suliformes,Sulidae,Sula,Sula sula,"(Linnaeus, 1766)",Red-footed Booby ,951.5,2,yes,yes,no,no,no,no,no,3,2,1,yes,44.5,1,60,39.75,53,arboreal,276,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,46; 254; 376; 46; 22; 4; 219
